time,static_pressure,total_pressure
505.731,88816.6,88822.81731743058
505.91,88823.1,88829.31777244197
506.087,88829.7,88835.91823445351
506.264,88836.2,88842.41868946487
506.441,88842.7,88848.91914447625
506.619,88849.2,88855.41959948764
506.797,88855.7,88861.920054499
506.976,88862.2,88868.42050951038
507.154,88868.8,88875.02097152194
507.331,88875.3,88882.8279656268
507.508,88881.7,88887.92187454451
507.689,88888.3,88894.52233655607
507.866,88894.8,88901.02279156743
508.043,88901.3,88907.52324657881
508.22,88907.9,88914.12370859036
508.397,88914.4,88920.62416360172
508.575,88920.9,88927.1246186131
508.753,88927.4,88933.62507362448
508.931,88933.90000000001,88940.12552863586
509.109,88940.4,88946.62598364723
509.287,88947.0,88953.22644565879
509.464,88953.4,88959.62689366998
509.642,88960.0,88966.22735568153
509.819,88966.5,88972.72781069292
509.996,88973.0,88979.22826570428
510.173,88979.5,88987.03679163379
510.35,88986.0,88992.22917572703
510.531,88992.5,89000.0378927671
510.708,88998.90000000001,89005.13007874961
510.891,89005.6,89011.83054776135
511.068,89012.0,89018.23099577254
511.247,89018.6,89026.14010350397
511.424,89025.0,89031.23190579528
511.604,89031.6,89039.14120463729
511.781,89038.09999999999,89045.64175520392
511.96,89044.5,89050.73327082941
512.141,89051.09999999999,89057.33373284095
512.32,89057.6,89065.1434069039
512.498,89064.09999999999,89070.3346428637
512.679,89070.6,89078.1445080372
512.855,89077.0,89083.23554588629
513.039,89083.7,89089.936014898
513.217,89090.20000000001,89097.74616820744
513.393,89096.6,89102.83691792059
513.572,89103.2,89110.74726934073
513.75,89109.6,89115.83782794334
513.932,89116.2,89123.74837047403
514.108,89122.6,89128.8387379661
514.288,89129.2,89135.43919997764
514.466,89135.7,89141.93965498901
514.643,89142.2,89148.44011000039
514.821,89148.7,89154.94056501176
514.998,89155.2,89162.75167387397
515.175,89161.7,89167.94147503452
515.354,89168.2,89174.44193004588
515.53,89174.7,89180.94238505726
515.707,89181.2,89187.44284006863
515.885,89187.7,89193.94329508001
516.062,89194.2,89200.44375009139
516.239,89200.7,89206.94420510276
516.417,89207.2,89213.44466011414
516.595,89213.7,89219.9451151255
516.772,89220.2,89226.44557013689
516.949,89226.70000000001,89232.94602514828
517.126,89233.2,89240.7582806738
517.303,89239.59999999999,89245.84692817084
517.483,89246.1,89252.34738318222
517.661,89252.70000000001,89260.2599323738
517.838,89259.1,89265.34829320497
518.018,89265.7,89273.26103350708
518.194,89272.1,89278.34920322773
518.373,89278.59999999999,89284.84965823908
518.55,89285.1,89291.35011325048
518.727,89291.6,89297.85056826184
518.904,89298.1,89304.35102327322
519.081,89304.6,89310.8514782846
519.257,89311.1,89317.35193329597
519.434,89317.6,89325.16542957007
519.611,89324.1,89330.35284331872
519.789,89330.6,89336.8532983301
519.966,89337.09999999999,89343.35375334146
520.143,89343.6,89349.85420835284
520.319,89350.09999999999,89356.35466336421
520.496,89356.5,89362.75511137542
520.672,89363.0,89369.2555663868
520.85,89369.5,89375.75602139816
521.027,89376.0,89382.25647640954
521.203,89382.5,89388.75693142091
521.38,89389.0,89395.25738643229
521.557,89395.5,89403.07202789966
521.733,89401.9,89409.47256999605
521.912,89408.4,89414.65874446624
522.093,89414.9,89421.15919947761
522.269,89421.40000000001,89427.659654489
522.446,89427.9,89434.16010950036
522.623,89434.40000000001,89440.66056451175
522.8,89440.9,89447.16101952312
522.976,89447.40000000001,89454.97642396265
523.153,89453.8,89460.06192254569
