# Simulation 13 (Up to date)
# 5013 data points written for 4 variables.
#
# Time (s),Altitude (m),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
397.876,1474.28,848.296,0.01
398.059,1473.64,848.364,0.011
398.24,1473.003,848.432,0.011
398.42,1472.368,848.499,0.01
398.601,1471.73,848.567,0.011
398.781,1471.095,848.635,0.011
398.962,1470.459,848.702,0.011
399.143,1469.832,848.769,0.01
399.329,1469.186,848.838,0.011
399.509,1468.55,848.905,0.011
399.689,1467.915,848.973,0.011
399.87,1467.278,849.041,0.011
400.05,1466.644,849.108,0.01
400.231,1466.007,849.176,0.011
400.411,1465.379,849.243,0.01
400.596,1464.736,849.311,0.011
400.777,1464.106,849.378,0.011
400.961,1463.468,849.446,0.011
401.144,1462.831,849.514,0.01
401.325,1462.194,849.582,0.011
401.506,1461.56,849.649,0.01
401.687,1460.922,849.717,0.011
401.868,1460.289,849.784,0.01
402.049,1459.651,849.852,0.011
402.23,1459.018,849.919,0.01
402.411,1458.381,849.987,0.011
402.591,1457.745,850.055,0.011
402.771,1457.11,850.122,0.011
402.952,1456.476,850.19,0.011
403.132,1455.84,850.257,0.011
403.313,1455.206,850.325,0.011
403.494,1454.573,850.392,0.01
403.675,1453.935,850.46,0.011
403.856,1453.304,850.527,0.011
404.038,1452.667,850.595,0.01
404.22,1452.03,850.663,0.011
404.4,1451.396,850.73,0.011
404.58,1450.761,850.798,0.011
404.761,1450.126,850.865,0.011
404.941,1449.492,850.933,0.011
405.122,1448.859,851,0.011
405.303,1448.223,851.068,0.011
405.484,1447.593,851.135,0.01
405.667,1446.953,851.203,0.011
405.847,1446.318,851.27,0.011
406.027,1445.684,851.338,0.011
406.208,1445.052,851.405,0.01
406.389,1444.415,851.473,0.011
406.569,1443.782,851.54,0.011
406.75,1443.153,851.607,0.01
406.934,1442.512,851.675,0.011
407.114,1441.88,851.742,0.011
407.296,1441.253,851.809,0.01
407.481,1440.613,851.877,0.011
407.663,1439.982,851.944,0.01
407.847,1439.341,852.012,0.011
408.027,1438.708,852.08,0.011
408.207,1438.073,852.147,0.011
408.387,1437.444,852.214,0.011
408.57,1436.809,852.282,0.011
408.752,1436.174,852.349,0.01
408.933,1435.538,852.417,0.011
409.113,1434.907,852.484,0.011
409.295,1434.274,852.551,0.01
409.477,1433.638,852.619,0.01
409.657,1433.003,852.687,0.011
409.837,1432.37,852.754,0.011
410.017,1431.741,852.821,0.01
410.201,1431.103,852.889,0.011
410.381,1430.469,852.956,0.011
410.561,1429.845,853.022,0.01
410.747,1429.203,853.091,0.01
410.927,1428.568,853.158,0.011
411.107,1427.935,853.226,0.011
411.288,1427.302,853.293,0.011
411.468,1426.669,853.36,0.011
411.648,1426.036,853.428,0.011
411.828,1425.408,853.494,0.01
412.011,1424.769,853.562,0.011
412.191,1424.136,853.63,0.011
412.371,1423.503,853.697,0.011
412.551,1422.872,853.764,0.01
412.732,1422.237,853.832,0.011
412.912,1421.605,853.899,0.01
413.092,1420.971,853.966,0.011
413.592,1419.212,854.154,0.011
413.772,1418.583,854.22,0.011
413.954,1417.956,854.287,0.01
414.139,1417.314,854.355,0.011
414.319,1416.681,854.423,0.011
414.499,1416.049,854.49,0.011
414.679,1415.422,854.557,0.011
414.862,1414.79,854.624,0.01
415.045,1414.152,854.692,0.011
415.225,1413.519,854.759,0.011
415.405,1412.889,854.826,0.011
415.586,1412.258,854.893,0.01
415.768,1411.622,854.961,0.011
415.948,1410.992,855.028,0.011
416.129,1410.365,855.095,0.01
416.314,1409.727,855.162,0.01
416.494,1409.093,855.23,0.011
416.674,1408.462,855.297,0.011
416.854,1407.832,855.364,0.01
417.036,1407.197,855.432,0.011
417.216,1406.565,855.499,0.011
417.396,1405.939,855.565,0.01
417.579,1405.301,855.633,0.01
417.759,1404.669,855.7,0.011
417.938,1404.037,855.768,0.011
418.118,1403.406,855.835,0.011
418.298,1402.776,855.902,0.01
418.478,1402.142,855.969,0.011
418.658,1401.514,856.036,0.011
418.839,1400.881,856.103,0.011
419.02,1400.252,856.17,0.011
419.202,1399.619,856.238,0.01
419.383,1398.985,856.305,0.011
419.563,1398.354,856.372,0.011
419.743,1397.724,856.439,0.01
419.924,1397.091,856.507,0.011
420.103,1396.46,856.574,0.01
420.284,1395.828,856.641,0.011
420.463,1395.199,856.708,0.011
420.644,1394.567,856.775,0.01
420.825,1393.935,856.842,0.011
421.005,1393.304,856.909,0.011
421.184,1392.68,856.976,0.01
421.369,1392.041,857.044,0.01
421.548,1391.41,857.111,0.01
421.728,1390.779,857.178,0.011
421.907,1390.152,857.245,0.01
422.089,1389.519,857.312,0.011
422.269,1388.891,857.379,0.01
422.451,1388.256,857.446,0.01
422.631,1387.625,857.513,0.011
422.81,1386.996,857.58,0.011
422.99,1386.365,857.648,0.011
423.17,1385.738,857.714,0.011
423.353,1385.113,857.781,0.01
423.538,1384.472,857.849,0.01
423.718,1383.841,857.916,0.011
423.897,1383.213,857.983,0.011
424.078,1382.582,858.05,0.011
424.258,1381.954,858.117,0.01
424.44,1381.32,858.184,0.011
424.619,1380.695,858.251,0.01
424.802,1380.062,858.318,0.011
424.983,1379.434,858.385,0.011
425.166,1378.803,858.452,0.01
425.348,1378.169,858.519,0.011
425.527,1377.539,858.586,0.011
425.707,1376.913,858.653,0.01
425.889,1376.278,858.72,0.011
426.069,1375.653,858.787,0.01
426.251,1375.02,858.854,0.011
426.432,1374.393,858.921,0.01
426.614,1373.759,858.988,0.011
426.793,1373.131,859.055,0.01
426.974,1372.499,859.122,0.011
427.153,1371.871,859.189,0.01
427.333,1371.24,859.256,0.01
427.513,1370.61,859.323,0.01
427.693,1369.981,859.39,0.011
427.872,1369.352,859.457,0.01
428.052,1368.722,859.524,0.01
428.232,1368.092,859.591,0.01
428.412,1367.463,859.658,0.011
428.592,1366.833,859.725,0.01
428.771,1366.203,859.792,0.01
428.951,1365.574,859.859,0.011
429.13,1364.945,859.926,0.011
429.31,1364.325,859.992,0.01
429.495,1363.687,860.06,0.011
429.674,1363.058,860.127,0.011
429.854,1362.431,860.193,0.01
430.035,1361.799,860.261,0.01
430.215,1361.17,860.328,0.011
430.394,1360.546,860.394,0.011
430.576,1359.916,860.461,0.01
430.758,1359.283,860.528,0.01
430.937,1358.654,860.595,0.011
431.117,1358.028,860.662,0.01
431.297,1357.396,860.729,0.011
431.477,1356.77,860.796,0.011
431.658,1356.148,860.862,0.01
431.843,1355.509,860.93,0.011
432.022,1354.887,860.996,0.012
432.197,1354.297,861.059,0.01
432.388,1353.647,861.128,0.01
432.888,1351.895,861.314,0.011
433.068,1351.271,861.381,0.01
433.25,1350.64,861.448,0.01
433.43,1350.01,861.515,0.01
433.609,1349.381,861.582,0.011
433.788,1348.754,861.648,0.01
433.968,1348.125,861.715,0.01
434.147,1347.497,861.782,0.01
434.326,1346.869,861.849,0.011
434.505,1346.254,861.914,0.01
434.693,1345.613,861.982,0.011
434.872,1344.986,862.049,0.01
435.053,1344.356,862.116,0.011
435.232,1343.729,862.183,0.011
435.412,1343.103,862.249,0.01
435.593,1342.472,862.316,0.01
435.773,1341.844,862.383,0.01
435.952,1341.217,862.45,0.011
436.131,1340.591,862.517,0.01
436.311,1339.961,862.584,0.011
436.491,1339.335,862.65,0.011
436.671,1338.708,862.717,0.011
436.852,1338.081,862.784,0.01
437.032,1337.45,862.851,0.011
437.212,1336.825,862.917,0.01
437.392,1336.196,862.984,0.011
437.572,1335.57,863.051,0.011
437.752,1334.947,863.117,0.01
437.934,1334.313,863.184,0.01
438.113,1333.686,863.251,0.01
438.293,1333.059,863.318,0.01
438.472,1332.432,863.384,0.01
438.651,1331.805,863.451,0.01
438.831,1331.177,863.518,0.011
439.01,1330.552,863.584,0.01
439.19,1329.923,863.651,0.01
439.37,1329.295,863.718,0.011
439.549,1328.673,863.784,0.011
439.73,1328.044,863.851,0.01
439.911,1327.414,863.918,0.011
440.09,1326.792,863.984,0.01
440.271,1326.162,864.051,0.01
440.451,1325.534,864.118,0.01
440.63,1324.907,864.185,0.011
440.809,1324.287,864.251,0.01
440.992,1323.653,864.318,0.01
441.171,1323.027,864.385,0.01
441.35,1322.4,864.452,0.01
441.529,1321.774,864.518,0.01
441.708,1321.147,864.585,0.011
441.887,1320.522,864.651,0.011
442.067,1319.904,864.717,0.01
442.252,1319.269,864.785,0.01
442.432,1318.642,864.851,0.01
442.611,1318.015,864.918,0.01
442.79,1317.388,864.985,0.01
442.969,1316.762,865.051,0.01
443.148,1316.136,865.118,0.01
443.327,1315.51,865.184,0.01
443.506,1314.884,865.251,0.011
443.685,1314.263,865.317,0.01
443.867,1313.631,865.384,0.01
444.046,1313.005,865.451,0.01
444.225,1312.379,865.517,0.01
444.404,1311.753,865.584,0.011
444.583,1311.129,865.65,0.01
444.763,1310.502,865.717,0.01
444.942,1309.876,865.784,0.01
445.12,1309.25,865.85,0.01
445.299,1308.624,865.917,0.011
445.478,1308.003,865.983,0.01
445.66,1307.375,866.05,0.01
445.84,1306.747,866.117,0.011
446.019,1306.123,866.183,0.011
446.198,1305.498,866.249,0.01
446.378,1304.871,866.316,0.01
446.557,1304.245,866.383,0.011
446.736,1303.629,866.448,0.01
446.92,1302.995,866.516,0.01
447.1,1302.369,866.582,0.011
447.279,1301.746,866.649,0.01
447.459,1301.118,866.715,0.01
447.638,1300.492,866.782,0.01
447.817,1299.868,866.848,0.01
447.996,1299.242,866.915,0.01
448.175,1298.617,866.981,0.01
448.354,1297.992,867.048,0.011
448.533,1297.375,867.114,0.011
448.716,1296.747,867.18,0.01
448.898,1296.117,867.247,0.01
449.077,1295.492,867.314,0.011
449.256,1294.87,867.38,0.011
449.436,1294.245,867.446,0.011
449.617,1293.621,867.513,0.01
449.798,1292.992,867.58,0.01
449.976,1292.368,867.646,0.01
450.155,1291.743,867.713,0.011
450.334,1291.124,867.778,0.01
450.516,1290.493,867.846,0.01
450.695,1289.869,867.912,0.01
450.874,1289.244,867.978,0.011
451.053,1288.621,868.045,0.011
451.232,1287.999,868.111,0.011
451.413,1287.374,868.177,0.01
451.593,1286.746,868.244,0.011
451.772,1286.131,868.31,0.01
451.956,1285.5,868.377,0.01
452.136,1284.874,868.443,0.011
452.315,1284.253,868.509,0.01
452.496,1283.625,868.576,0.01
452.675,1283.001,868.642,0.01
452.854,1282.378,868.709,0.01
453.033,1281.754,868.775,0.01
453.213,1281.128,868.842,0.01
453.391,1280.504,868.908,0.011
453.57,1279.885,868.974,0.011
453.751,1279.262,869.04,0.01
453.934,1278.632,869.107,0.01
454.112,1278.008,869.174,0.01
454.291,1277.385,869.24,0.011
454.469,1276.765,869.306,0.01
454.65,1276.137,869.373,0.012
454.816,1275.575,869.432,0.01
455.006,1274.936,869.5,0.01
455.188,1274.307,869.567,0.01
455.366,1273.684,869.634,0.01
455.545,1273.061,869.7,0.011
455.724,1272.438,869.766,0.01
455.903,1271.814,869.832,0.011
456.082,1271.192,869.899,0.01
456.262,1270.567,869.965,0.01
456.441,1269.944,870.031,0.01
456.62,1269.32,870.098,0.01
456.798,1268.696,870.164,0.011
456.976,1268.075,870.23,0.011
457.156,1267.453,870.296,0.01
457.336,1266.827,870.363,0.01
457.515,1266.204,870.429,0.01
457.693,1265.581,870.495,0.01
457.872,1264.958,870.562,0.011
458.05,1264.343,870.627,0.01
458.234,1263.712,870.694,0.01
458.412,1263.088,870.761,0.011
458.591,1262.467,870.827,0.01
458.77,1261.844,870.893,0.011
458.949,1261.227,870.959,0.01
459.132,1260.602,871.025,0.01
459.313,1259.977,871.092,0.01
459.493,1259.352,871.158,0.01
459.671,1258.729,871.224,0.01
459.85,1258.107,871.29,0.011
460.028,1257.489,871.356,0.01
460.21,1256.861,871.423,0.011
460.388,1256.24,871.489,0.011
460.568,1255.618,871.555,0.011
460.747,1254.999,871.621,0.01
460.929,1254.372,871.688,0.011
461.108,1253.752,871.754,0.011
461.288,1253.135,871.819,0.01
461.471,1252.504,871.887,0.01
461.649,1251.882,871.953,0.01
461.828,1251.26,872.019,0.01
462.006,1250.638,872.085,0.01
462.185,1250.015,872.151,0.01
462.363,1249.394,872.217,0.01
462.542,1248.771,872.284,0.01
462.72,1248.149,872.35,0.01
462.899,1247.527,872.416,0.01
463.077,1246.905,872.482,0.01
463.256,1246.283,872.548,0.011
463.434,1245.667,872.614,0.01
463.616,1245.04,872.68,0.011
463.794,1244.42,872.746,0.01
463.974,1243.796,872.813,0.01
464.152,1243.176,872.879,0.01
464.331,1242.552,872.945,0.01
464.51,1241.932,873.011,0.011
464.688,1241.32,873.076,0.01
464.873,1240.687,873.143,0.01
465.051,1240.066,873.21,0.01
465.23,1239.446,873.276,0.011
465.409,1238.827,873.341,0.011
465.589,1238.21,873.407,0.01
465.773,1237.584,873.474,0.011
465.953,1236.965,873.539,0.01
466.135,1236.337,873.606,0.01
466.313,1235.717,873.672,0.01
466.492,1235.095,873.738,0.011
466.671,1234.484,873.803,0.01
466.855,1233.854,873.87,0.01
467.034,1233.231,873.937,0.01
467.212,1232.61,874.003,0.01
467.39,1231.989,874.069,0.011
467.568,1231.37,874.135,0.01
467.748,1230.747,874.201,0.01
467.926,1230.126,874.267,0.01
468.104,1229.505,874.333,0.01
468.282,1228.885,874.399,0.01
468.461,1228.265,874.465,0.01
468.64,1227.643,874.531,0.011
468.818,1227.026,874.597,0.011
468.998,1226.406,874.663,0.01
469.179,1225.783,874.729,0.01
469.358,1225.16,874.795,0.01
469.536,1224.54,874.861,0.01
469.714,1223.919,874.927,0.01
469.892,1223.299,874.993,0.011
470.071,1222.681,875.059,0.01
470.25,1222.059,875.125,0.011
470.429,1221.44,875.191,0.01
470.609,1220.817,875.257,0.01
470.787,1220.198,875.323,0.01
470.966,1219.577,875.389,0.01
471.144,1218.956,875.455,0.011
471.322,1218.338,875.521,0.011
471.501,1217.719,875.587,0.01
471.681,1217.096,875.653,0.01
471.86,1216.476,875.719,0.01
472.038,1215.855,875.785,0.01
472.216,1215.236,875.851,0.01
472.394,1214.616,875.917,0.01
472.573,1213.997,875.983,0.011
472.751,1213.378,876.048,0.01
472.931,1212.756,876.115,0.01
473.109,1212.136,876.18,0.01
473.287,1211.516,876.246,0.01
473.465,1210.897,876.312,0.01
473.643,1210.277,876.378,0.01
473.821,1209.657,876.444,0.01
473.999,1209.038,876.51,0.01
474.178,1208.418,876.576,0.01
474.356,1207.798,876.642,0.011
474.534,1207.184,876.707,0.01
474.714,1206.559,876.774,0.01
474.892,1205.94,876.84,0.01
475.071,1205.321,876.905,0.01
475.249,1204.701,876.971,0.011
475.427,1204.086,877.037,0.01
475.607,1203.465,877.103,0.01
475.786,1202.843,877.169,0.01
475.964,1202.226,877.235,0.01
476.143,1201.607,877.3,0.011
476.322,1200.989,877.366,0.01
476.502,1200.368,877.432,0.01
476.681,1199.749,877.498,0.01
476.859,1199.128,877.564,0.011
477.037,1198.512,877.63,0.011
477.216,1197.896,877.695,0.01
477.397,1197.273,877.762,0.01
477.576,1196.653,877.827,0.01
477.753,1196.034,877.893,0.01
477.931,1195.417,877.959,0.01
478.11,1194.797,878.025,0.01
478.288,1194.179,878.091,0.01
478.467,1193.56,878.156,0.01
478.645,1192.942,878.222,0.01
478.824,1192.323,878.288,0.01
479.003,1191.704,878.354,0.01
479.181,1191.086,878.42,0.01
479.36,1190.468,878.485,0.01
479.538,1189.848,878.551,0.011
479.717,1189.232,878.617,0.01
479.896,1188.611,878.683,0.01
480.074,1187.994,878.749,0.01
480.253,1187.374,878.814,0.01
480.431,1186.756,878.88,0.01
480.608,1186.139,878.946,0.011
480.787,1185.526,879.011,0.01
480.969,1184.904,879.077,0.01
481.148,1184.283,879.143,0.01
481.326,1183.666,879.209,0.01
481.504,1183.048,879.275,0.011
481.683,1182.432,879.34,0.01
481.862,1181.811,879.406,0.01
482.04,1181.194,879.472,0.01
482.218,1180.576,879.538,0.01
482.397,1179.957,879.603,0.01
482.575,1179.339,879.669,0.011
482.752,1178.724,879.735,0.01
482.931,1178.104,879.801,0.01
483.109,1177.486,879.866,0.011
483.286,1176.872,879.932,0.011
483.466,1176.255,879.997,0.01
483.647,1175.633,880.063,0.01
483.824,1175.015,880.129,0.01
484.002,1174.399,880.195,0.01
484.18,1173.78,880.26,0.01
484.358,1173.164,880.326,0.011
484.536,1172.551,880.391,0.01
484.717,1171.929,880.457,0.011
484.895,1171.317,880.522,0.01
485.076,1170.696,880.589,0.01
485.255,1170.077,880.654,0.01
485.433,1169.459,880.72,0.011
485.611,1168.845,880.785,0.01
485.791,1168.225,880.851,0.01
485.969,1167.609,880.917,0.01
486.147,1166.99,880.983,0.01
486.325,1166.373,881.048,0.01
486.503,1165.758,881.114,0.01
486.681,1165.14,881.18,0.01
486.859,1164.523,881.245,0.01
487.037,1163.906,881.311,0.01
487.215,1163.288,881.376,0.01
487.392,1162.672,881.442,0.01
487.57,1162.055,881.508,0.01
487.748,1161.44,881.573,0.01
487.927,1160.822,881.639,0.01
488.104,1160.205,881.704,0.01
488.282,1159.59,881.77,0.01
488.461,1158.972,881.836,0.011
488.638,1158.364,881.9,0.01
488.821,1157.738,881.967,0.01
488.999,1157.122,882.032,0.01
489.176,1156.506,882.098,0.01
489.354,1155.889,882.164,0.011
489.532,1155.282,882.228,0.01
489.715,1154.659,882.294,0.01
489.895,1154.041,882.36,0.01
490.073,1153.425,882.426,0.01
490.251,1152.81,882.491,0.01
490.43,1152.191,882.557,0.01
490.608,1151.575,882.622,0.01
490.786,1150.961,882.688,0.01
490.964,1150.343,882.754,0.011
491.142,1149.729,882.819,0.011
491.321,1149.121,882.883,0.01
491.505,1148.5,882.95,0.01
491.686,1147.878,883.016,0.01
491.863,1147.262,883.081,0.01
492.04,1146.648,883.146,0.011
492.219,1146.034,883.212,0.01
492.398,1145.418,883.277,0.01
492.577,1144.799,883.343,0.01
492.755,1144.184,883.409,0.01
492.933,1143.57,883.474,0.011
493.111,1142.96,883.539,0.01
493.293,1142.337,883.605,0.01
493.471,1141.722,883.671,0.01
493.649,1141.106,883.736,0.01
493.827,1140.492,883.801,0.01
494.327,1138.77,883.984,0.01
494.506,1138.153,884.05,0.011
494.683,1137.543,884.115,0.01
494.864,1136.924,884.181,0.01
495.042,1136.31,884.246,0.01
495.221,1135.695,884.312,0.01
495.4,1135.077,884.377,0.01
495.578,1134.463,884.443,0.01
495.756,1133.846,884.508,0.011
495.933,1133.24,884.573,0.01
496.116,1132.62,884.639,0.01
496.295,1132.001,884.705,0.01
496.472,1131.387,884.77,0.01
496.65,1130.773,884.835,0.01
496.829,1130.156,884.901,0.01
497.006,1129.541,884.966,0.01
497.183,1128.928,885.031,0.01
497.361,1128.313,885.097,0.01
497.539,1127.699,885.162,0.01
497.717,1127.086,885.227,0.01
497.897,1126.468,885.293,0.01
498.074,1125.853,885.358,0.01
498.251,1125.239,885.424,0.011
498.429,1124.628,885.489,0.01
498.608,1124.012,885.554,0.01
498.787,1123.395,885.62,0.01
498.965,1122.781,885.685,0.01
499.142,1122.167,885.751,0.01
499.32,1121.553,885.816,0.01
499.497,1120.937,885.881,0.01
499.674,1120.323,885.947,0.011
499.852,1119.713,886.012,0.01
500.031,1119.095,886.077,0.01
500.209,1118.48,886.143,0.011
500.386,1117.87,886.208,0.011
500.566,1117.258,886.273,0.01
500.746,1116.639,886.339,0.01
500.924,1116.024,886.404,0.01
501.101,1115.412,886.469,0.01
501.28,1114.796,886.535,0.01
501.457,1114.182,886.6,0.01
501.634,1113.568,886.665,0.01
501.811,1112.956,886.73,0.01
501.989,1112.343,886.796,0.01
502.168,1111.727,886.861,0.011
502.346,1111.117,886.926,0.01
502.525,1110.501,886.991,0.011
502.703,1109.891,887.056,0.01
502.883,1109.272,887.122,0.011
503.061,1108.662,887.187,0.01
503.239,1108.048,887.253,0.01
503.418,1107.431,887.318,0.01
503.595,1106.818,887.383,0.011
503.773,1106.212,887.448,0.01
503.954,1105.591,887.514,0.01
504.131,1104.978,887.579,0.01
504.309,1104.364,887.644,0.01
504.486,1103.751,887.71,0.01
504.663,1103.14,887.775,0.01
504.841,1102.528,887.84,0.01
505.021,1101.912,887.905,0.01
505.199,1101.3,887.97,0.01
505.377,1100.686,888.036,0.01
505.554,1100.072,888.101,0.01
505.731,1099.461,888.166,0.01
505.91,1098.846,888.231,0.01
506.087,1098.233,888.297,0.01
506.264,1097.62,888.362,0.01
506.441,1097.008,888.427,0.01
506.619,1096.396,888.492,0.01
506.797,1095.785,888.557,0.01
506.976,1095.169,888.622,0.01
507.154,1094.556,888.688,0.01
507.331,1093.944,888.753,0.011
507.508,1093.335,888.817,0.01
507.689,1092.718,888.883,0.01
507.866,1092.105,888.948,0.01
508.043,1091.494,889.013,0.01
508.22,1090.88,889.079,0.01
508.397,1090.268,889.144,0.01
508.575,1089.657,889.209,0.01
508.753,1089.044,889.274,0.01
508.931,1088.431,889.339,0.01
509.109,1087.82,889.404,0.01
509.287,1087.205,889.47,0.01
509.464,1086.595,889.534,0.01
509.642,1085.981,889.6,0.01
509.819,1085.369,889.665,0.01
509.996,1084.756,889.73,0.01
510.173,1084.144,889.795,0.011
510.35,1083.539,889.86,0.01
510.531,1082.921,889.925,0.011
510.708,1082.318,889.989,0.01
510.891,1081.696,890.056,0.01
511.068,1081.086,890.12,0.01
511.247,1080.471,890.186,0.011
511.424,1079.866,890.25,0.01
511.604,1079.247,890.316,0.011
511.781,1078.64,890.381,0.011
511.96,1078.031,890.445,0.01
512.141,1077.416,890.511,0.01
512.32,1076.802,890.576,0.011
512.498,1076.196,890.641,0.01
512.679,1075.577,890.706,0.011
512.855,1074.977,890.77,0.01
513.039,1074.354,890.837,0.01
513.217,1073.742,890.902,0.011
513.393,1073.134,890.966,0.01
513.572,1072.52,891.032,0.011
513.75,1071.916,891.096,0.01
513.932,1071.296,891.162,0.011
514.108,1070.69,891.226,0.01
514.288,1070.075,891.292,0.01
514.466,1069.462,891.357,0.01
514.643,1068.852,891.422,0.01
514.821,1068.239,891.487,0.01
514.998,1067.629,891.552,0.011
515.175,1067.021,891.617,0.01
515.354,1066.406,891.682,0.01
515.53,1065.795,891.747,0.01
515.707,1065.185,891.812,0.01
515.885,1064.573,891.877,0.01
516.062,1063.963,891.942,0.01
516.239,1063.354,892.007,0.01
516.417,1062.741,892.072,0.01
516.595,1062.13,892.137,0.01
516.772,1061.519,892.202,0.01
516.949,1060.909,892.267,0.01
517.126,1060.298,892.332,0.011
517.303,1059.692,892.396,0.01
517.483,1059.078,892.461,0.01
517.661,1058.465,892.527,0.011
517.838,1057.86,892.591,0.01
518.018,1057.244,892.657,0.011
518.194,1056.636,892.721,0.01
518.373,1056.024,892.786,0.01
518.55,1055.412,892.851,0.01
518.727,1054.802,892.916,0.01
518.904,1054.192,892.981,0.01
519.081,1053.581,893.046,0.01
519.257,1052.971,893.111,0.01
519.434,1052.361,893.176,0.011
519.611,1051.754,893.241,0.01
519.789,1051.14,893.306,0.01
519.966,1050.53,893.371,0.01
520.143,1049.92,893.436,0.01
520.319,1049.31,893.501,0.01
520.496,1048.699,893.565,0.01
520.672,1048.091,893.63,0.01
520.85,1047.48,893.695,0.01
521.027,1046.87,893.76,0.01
521.203,1046.26,893.825,0.01
521.38,1045.65,893.89,0.01
521.557,1045.04,893.955,0.011
521.733,1044.434,894.019,0.011
521.912,1043.827,894.084,0.01
522.093,1043.211,894.149,0.01
522.269,1042.601,894.214,0.01
522.446,1041.992,894.279,0.01
522.623,1041.382,894.344,0.01
522.8,1040.772,894.409,0.01
522.976,1040.162,894.474,0.011
523.153,1039.557,894.538,0.01
523.332,1038.945,894.603,0.01
523.509,1038.336,894.668,0.01
523.687,1037.727,894.733,0.01
523.865,1037.116,894.798,0.01
524.042,1036.506,894.863,0.01
524.218,1035.896,894.927,0.01
524.395,1035.287,894.992,0.01
524.571,1034.678,895.057,0.011
524.748,1034.074,895.121,0.01
524.928,1033.459,895.187,0.01
525.104,1032.851,895.251,0.01
525.281,1032.241,895.316,0.01
525.457,1031.633,895.381,0.01
525.634,1031.023,895.446,0.01
525.811,1030.415,895.51,0.01
525.988,1029.805,895.575,0.01
526.164,1029.197,895.64,0.011
526.341,1028.596,895.704,0.01
526.523,1027.979,895.77,0.01
526.7,1027.372,895.834,0.01
526.877,1026.761,895.899,0.01
527.054,1026.152,895.964,0.011
527.23,1025.548,896.028,0.01
527.409,1024.936,896.093,0.01
527.587,1024.329,896.158,0.01
527.766,1023.719,896.223,0.01
527.943,1023.109,896.288,0.01
528.119,1022.502,896.352,0.01
528.297,1021.892,896.417,0.01
528.473,1021.286,896.481,0.01
528.651,1020.677,896.546,0.01
528.829,1020.067,896.611,0.01
529.005,1019.458,896.676,0.01
529.182,1018.85,896.741,0.01
529.358,1018.243,896.805,0.01
529.535,1017.633,896.87,0.01
529.712,1017.025,896.935,0.01
529.888,1016.417,896.999,0.01
530.064,1015.809,897.064,0.01
530.241,1015.201,897.129,0.011
530.417,1014.598,897.193,0.01
530.597,1013.986,897.258,0.01
530.774,1013.376,897.323,0.01
530.95,1012.769,897.387,0.01
531.127,1012.163,897.452,0.01
531.305,1011.554,897.517,0.01
531.482,1010.946,897.581,0.01
531.659,1010.337,897.646,0.01
531.835,1009.729,897.711,0.01
532.011,1009.121,897.775,0.01
532.187,1008.514,897.84,0.01
532.364,1007.906,897.905,0.01
532.54,1007.298,897.969,0.01
532.716,1006.692,898.034,0.01
532.893,1006.087,898.098,0.01
533.072,1005.475,898.163,0.01
533.248,1004.87,898.228,0.01
533.425,1004.26,898.293,0.01
533.601,1003.656,898.357,0.01
533.779,1003.046,898.422,0.01
533.956,1002.438,898.486,0.01
534.132,1001.831,898.551,0.011
534.308,1001.23,898.615,0.01
534.488,1000.619,898.68,0.01
534.666,1000.013,898.744,0.011
534.844,999.408,898.812,0.01
535.024,998.8,898.88,0.01
535.204,998.187,898.948,0.01
535.38,997.583,899.016,0.01
535.558,996.974,899.084,0.01
535.734,996.367,899.152,0.01
535.91,995.762,899.219,0.011
536.088,995.159,899.287,0.01
536.267,994.546,899.355,0.011
536.444,993.945,899.422,0.01
536.624,993.335,899.49,0.01
536.802,992.725,899.558,0.01
536.978,992.119,899.626,0.01
537.155,991.513,899.694,0.01
537.332,990.906,899.762,0.011
537.509,990.311,899.828,0.01
537.693,989.692,899.897,0.01
537.87,989.085,899.965,0.01
538.046,988.478,900.033,0.01
538.222,987.875,900.1,0.01
538.4,987.265,900.168,0.01
538.576,986.66,900.236,0.01
538.753,986.052,900.304,0.01
538.929,985.446,900.372,0.01
539.105,984.839,900.439,0.01
539.281,984.235,900.507,0.01
539.458,983.628,900.575,0.01
539.635,983.025,900.642,0.011
539.814,982.424,900.709,0.01
539.995,981.808,900.778,0.01
540.171,981.204,900.846,0.01
540.348,980.597,900.914,0.01
540.525,979.99,900.981,0.01
540.701,979.387,901.049,0.01
540.879,978.779,901.117,0.01
541.055,978.172,901.184,0.01
541.231,977.567,901.252,0.01
541.407,976.961,901.32,0.011
541.582,976.36,901.387,0.01
541.761,975.752,901.455,0.01
541.939,975.147,901.522,0.01
542.117,974.54,901.59,0.01
542.294,973.932,901.658,0.01
542.47,973.327,901.726,0.01
542.646,972.721,901.793,0.011
542.822,972.123,901.86,0.01
543.002,971.511,901.929,0.01
543.179,970.905,901.996,0.01
543.355,970.299,902.064,0.01
543.531,969.694,902.132,0.01
543.707,969.088,902.199,0.01
543.883,968.485,902.267,0.01
544.06,967.879,902.334,0.01
544.236,967.276,902.402,0.01
544.414,966.67,902.469,0.01
544.591,966.062,902.537,0.011
544.767,965.465,902.604,0.01
544.948,964.853,902.673,0.01
545.124,964.251,902.74,0.01
545.302,963.644,902.808,0.01
545.48,963.037,902.875,0.01
545.656,962.435,902.943,0.01
