# Simulation 13 (Up to date)
# 5013 data points written for 3 variables.
#
# Time (s),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
140.954,756.707,0.011
141.144,756.774,0.011
141.334,756.841,0.011
141.525,756.908,0.011
141.714,756.976,0.011
141.903,757.043,0.011
142.093,757.11,0.011
142.281,757.177,0.011
142.472,757.244,0.012
142.662,757.311,0.011
142.855,757.378,0.011
143.043,757.446,0.011
143.232,757.513,0.011
143.421,757.58,0.011
143.61,757.647,0.011
143.799,757.714,0.011
143.987,757.781,0.011
144.178,757.848,0.011
144.368,757.915,0.012
144.558,757.981,0.011
144.752,758.049,0.011
144.941,758.117,0.011
145.13,758.184,0.012
145.32,758.25,0.011
145.514,758.318,0.011
145.703,758.385,0.011
145.894,758.452,0.011
146.083,758.519,0.011
146.272,758.585,0.011
146.464,758.653,0.011
146.653,758.72,0.011
146.842,758.787,0.011
147.033,758.854,0.011
147.222,758.921,0.011
147.413,758.988,0.011
147.602,759.055,0.011
147.792,759.122,0.011
147.982,759.189,0.011
148.17,759.256,0.011
148.359,759.323,0.012
148.549,759.39,0.011
148.741,759.457,0.012
148.93,759.524,0.011
149.122,759.591,0.011
149.311,759.658,0.011
149.5,759.725,0.011
149.689,759.792,0.011
149.877,759.859,0.011
150.067,759.926,0.011
150.255,759.993,0.011
150.444,760.06,0.011
150.633,760.127,0.011
150.821,760.193,0.011
151.011,760.261,0.011
151.2,760.328,0.011
151.388,760.394,0.011
151.577,760.461,0.011
151.766,760.528,0.011
151.955,760.595,0.011
152.145,760.662,0.011
152.333,760.729,0.011
152.522,760.796,0.011
152.711,760.863,0.011
152.9,760.929,0.011
153.089,760.996,0.011
153.278,761.063,0.011
153.468,761.13,0.011
153.657,761.197,0.011
153.846,761.264,0.011
154.034,761.331,0.011
154.223,761.397,0.011
154.414,761.465,0.011
154.602,761.531,0.011
154.792,761.598,0.011
154.981,761.665,0.011
155.17,761.732,0.011
155.358,761.799,0.011
155.546,761.865,0.012
155.735,761.932,0.011
155.927,761.998,0.011
156.12,762.066,0.011
156.309,762.133,0.011
156.498,762.199,0.011
156.688,762.266,0.011
156.878,762.332,0.011
157.069,762.399,0.011
157.259,762.466,0.011
157.448,762.533,0.011
157.636,762.6,0.011
157.827,762.667,0.012
158.015,762.733,0.011
158.207,762.8,0.011
158.397,762.867,0.011
158.586,762.934,0.011
158.774,763.001,0.011
158.962,763.067,0.011
159.151,763.134,0.011
159.339,763.201,0.011
159.527,763.267,0.011
159.717,763.334,0.011
159.906,763.401,0.011
160.094,763.467,0.011
160.283,763.534,0.011
160.471,763.601,0.011
160.661,763.667,0.011
160.849,763.734,0.011
161.039,763.801,0.011
161.227,763.867,0.011
161.416,763.934,0.011
161.606,764.001,0.011
161.795,764.067,0.011
161.984,764.134,0.011
162.172,764.201,0.011
162.361,764.267,0.011
162.549,764.334,0.012
162.737,764.4,0.011
162.929,764.467,0.011
163.118,764.534,0.011
163.306,764.6,0.011
163.495,764.667,0.011
163.684,764.734,0.011
163.872,764.8,0.011
164.06,764.867,0.011
164.249,764.934,0.011
164.437,765,0.011
164.625,765.066,0.011
164.815,765.133,0.011
165.003,765.2,0.011
165.191,765.267,0.011
165.379,765.333,0.011
165.567,765.4,0.011
165.756,765.466,0.011
165.944,765.533,0.011
166.133,765.599,0.011
166.322,765.666,0.011
166.51,765.732,0.011
166.698,765.799,0.011
166.886,765.865,0.011
167.075,765.932,0.011
167.263,765.999,0.011
167.451,766.065,0.011
167.64,766.132,0.011
167.827,766.198,0.011
168.017,766.265,0.011
168.205,766.331,0.011
168.393,766.398,0.011
168.581,766.464,0.011
168.769,766.53,0.011
168.958,766.597,0.012
169.147,766.663,0.011
169.339,766.73,0.011
169.53,766.796,0.011
169.718,766.862,0.011
169.908,766.929,0.011
170.098,766.996,0.011
170.286,767.062,0.011
170.474,767.129,0.011
170.662,767.195,0.011
170.85,767.262,0.011
171.038,767.328,0.011
171.226,767.394,0.011
171.414,767.461,0.011
171.602,767.527,0.011
171.79,767.594,0.011
171.978,767.66,0.012
172.166,767.726,0.011
172.359,767.793,0.011
172.546,767.859,0.011
172.734,767.926,0.011
172.922,767.992,0.011
173.11,768.058,0.011
173.298,768.125,0.011
173.486,768.191,0.011
173.676,768.257,0.011
173.864,768.324,0.011
174.051,768.39,0.011
174.24,768.456,0.011
174.431,768.523,0.011
174.619,768.589,0.011
174.809,768.656,0.011
174.996,768.722,0.011
175.184,768.788,0.011
175.372,768.854,0.011
175.562,768.921,0.011
175.75,768.987,0.011
175.939,769.053,0.011
176.129,769.119,0.011
176.319,769.186,0.011
176.506,769.252,0.011
176.694,769.319,0.011
176.882,769.385,0.011
177.07,769.451,0.012
177.26,769.516,0.011
177.454,769.583,0.011
177.644,769.65,0.011
177.832,769.716,0.011
178.021,769.782,0.011
178.209,769.849,0.011
178.397,769.915,0.011
178.586,769.981,0.011
178.774,770.047,0.011
178.962,770.114,0.011
179.15,770.18,0.011
179.338,770.246,0.011
179.525,770.312,0.012
179.713,770.378,0.011
179.904,770.444,0.011
180.095,770.511,0.011
180.283,770.577,0.012
180.472,770.643,0.011
180.664,770.71,0.011
180.851,770.776,0.011
181.038,770.842,0.011
181.227,770.908,0.011
181.416,770.974,0.011
181.604,771.04,0.011
181.792,771.106,0.011
181.981,771.173,0.011
182.168,771.239,0.011
182.356,771.305,0.011
182.544,771.371,0.011
182.731,771.437,0.011
182.92,771.503,0.011
183.107,771.57,0.011
183.295,771.636,0.011
183.483,771.702,0.011
183.671,771.768,0.011
183.859,771.834,0.011
184.046,771.9,0.011
184.237,771.966,0.011
184.426,772.032,0.011
184.614,772.098,0.011
184.803,772.164,0.011
184.994,772.23,0.011
185.183,772.296,0.011
185.372,772.363,0.011
185.559,772.429,0.011
185.748,772.495,0.011
185.936,772.561,0.011
186.123,772.627,0.011
186.313,772.693,0.011
186.501,772.759,0.011
186.69,772.825,0.011
186.878,772.891,0.011
187.067,772.957,0.011
187.254,773.023,0.011
187.442,773.089,0.011
187.629,773.155,0.011
187.819,773.221,0.011
188.006,773.287,0.011
188.193,773.353,0.011
188.382,773.419,0.011
188.57,773.485,0.011
188.758,773.551,0.011
188.945,773.617,0.011
189.133,773.683,0.011
189.323,773.749,0.011
189.511,773.815,0.011
189.698,773.881,0.011
189.887,773.947,0.011
190.075,774.013,0.011
190.262,774.079,0.011
190.449,774.145,0.011
190.638,774.211,0.011
190.827,774.277,0.011
191.014,774.343,0.011
191.203,774.409,0.011
191.39,774.475,0.011
191.577,774.541,0.011
191.765,774.606,0.011
191.954,774.673,0.011
192.142,774.738,0.011
192.329,774.804,0.011
192.517,774.87,0.011
192.704,774.936,0.011
192.891,775.002,0.011
193.078,775.068,0.011
193.266,775.134,0.011
193.454,775.2,0.011
193.641,775.266,0.011
193.828,775.331,0.011
194.015,775.397,0.011
194.202,775.463,0.011
194.39,775.529,0.011
194.579,775.595,0.011
194.766,775.661,0.011
194.954,775.727,0.011
195.141,775.792,0.011
195.328,775.858,0.011
195.516,775.924,0.011
195.703,775.99,0.011
195.89,776.056,0.011
196.077,776.122,0.011
196.264,776.187,0.011
196.451,776.253,0.011
196.638,776.319,0.011
196.825,776.385,0.011
197.012,776.45,0.011
197.201,776.516,0.011
197.388,776.582,0.011
197.575,776.648,0.011
197.762,776.714,0.011
197.95,776.779,0.011
198.137,776.845,0.011
198.324,776.911,0.011
198.511,776.977,0.011
198.698,777.042,0.011
198.888,777.108,0.011
199.075,777.174,0.011
199.262,777.239,0.011
199.451,777.305,0.011
199.64,777.371,0.011
199.827,777.437,0.011
200.014,777.503,0.011
200.2,777.568,0.011
200.387,777.634,0.011
200.574,777.7,0.011
200.762,777.765,0.011
200.949,777.831,0.011
201.139,777.897,0.011
201.326,777.963,0.011
201.513,778.028,0.011
201.7,778.094,0.012
201.887,778.158,0.011
202.083,778.224,0.011
202.277,778.291,0.011
202.466,778.356,0.011
202.656,778.422,0.011
202.844,778.488,0.011
203.031,778.554,0.011
203.218,778.619,0.011
203.406,778.685,0.011
203.593,778.75,0.011
203.78,778.816,0.011
203.967,778.882,0.011
204.154,778.947,0.011
204.34,779.013,0.011
204.527,779.079,0.011
204.714,779.144,0.011
204.9,779.21,0.011
205.088,779.275,0.011
205.274,779.341,0.011
205.461,779.407,0.011
205.648,779.472,0.011
205.836,779.538,0.011
206.023,779.603,0.011
206.21,779.669,0.011
206.398,779.735,0.011
206.584,779.8,0.011
206.771,779.866,0.011
206.958,779.931,0.011
207.147,779.997,0.011
207.334,780.062,0.011
207.521,780.127,0.011
207.711,780.193,0.011
207.897,780.259,0.011
208.084,780.324,0.011
208.271,780.39,0.011
208.457,780.455,0.011
208.645,780.521,0.011
208.832,780.586,0.012
209.019,780.651,0.011
209.211,780.718,0.011
209.398,780.783,0.011
209.584,780.849,0.011
209.771,780.913,0.011
209.961,780.98,0.011
210.148,781.045,0.011
210.337,781.11,0.011
210.525,781.176,0.011
210.712,781.241,0.011
210.899,781.307,0.011
211.087,781.372,0.011
211.273,781.438,0.011
211.46,781.503,0.011
211.648,781.569,0.011
211.835,781.634,0.011
212.022,781.7,0.011
212.208,781.765,0.011
212.395,781.83,0.011
212.581,781.896,0.011
212.769,781.961,0.011
212.958,782.027,0.011
213.145,782.092,0.012
213.331,782.157,0.011
213.522,782.223,0.011
213.708,782.288,0.011
213.897,782.353,0.011
214.085,782.419,0.011
214.272,782.484,0.011
214.458,782.55,0.011
214.646,782.615,0.011
214.832,782.681,0.011
215.019,782.746,0.011
215.207,782.811,0.011
215.393,782.877,0.011
215.579,782.942,0.011
215.765,783.007,0.011
215.953,783.073,0.011
216.139,783.138,0.011
216.326,783.203,0.011
216.514,783.269,0.011
216.701,783.334,0.011
216.889,783.399,0.011
217.075,783.465,0.011
217.262,783.53,0.011
217.448,783.595,0.011
217.635,783.661,0.011
217.821,783.726,0.011
218.008,783.791,0.011
218.195,783.856,0.011
218.382,783.922,0.011
218.568,783.987,0.011
218.755,784.052,0.011
218.941,784.118,0.011
219.127,784.183,0.011
219.314,784.248,0.011
219.501,784.313,0.011
219.687,784.379,0.011
219.873,784.444,0.011
220.061,784.509,0.011
220.248,784.574,0.011
220.434,784.64,0.011
220.621,784.705,0.011
220.807,784.77,0.011
220.994,784.835,0.011
221.181,784.9,0.011
221.369,784.966,0.012
221.555,785.03,0.011
221.746,785.096,0.011
221.934,785.161,0.011
222.122,785.226,0.011
222.31,785.292,0.011
222.497,785.357,0.011
222.683,785.422,0.011
222.87,785.487,0.011
223.056,785.552,0.011
223.243,785.618,0.011
223.429,785.683,0.011
223.615,785.748,0.011
223.801,785.813,0.011
223.989,785.878,0.011
224.175,785.944,0.011
224.361,786.009,0.011
224.547,786.074,0.011
224.733,786.139,0.011
224.919,786.204,0.011
225.105,786.269,0.011
225.291,786.334,0.011
225.477,786.399,0.011
225.663,786.465,0.011
225.849,786.53,0.011
226.036,786.595,0.011
226.222,786.66,0.011
226.408,786.725,0.011
226.596,786.79,0.011
226.782,786.855,0.011
226.968,786.92,0.011
227.154,786.985,0.011
227.34,787.05,0.011
227.526,787.115,0.011
227.715,787.18,0.011
227.903,787.246,0.011
228.089,787.311,0.011
228.276,787.376,0.011
228.462,787.44,0.012
228.651,787.505,0.011
228.844,787.57,0.011
229.037,787.636,0.012
229.223,787.7,0.011
229.414,787.766,0.011
229.6,787.831,0.011
229.787,787.895,0.011
229.978,787.961,0.011
230.164,788.026,0.012
230.351,788.09,0.011
230.542,788.156,0.011
230.73,788.221,0.011
230.917,788.286,0.011
231.103,788.351,0.011
231.289,788.416,0.011
231.477,788.481,0.011
231.663,788.546,0.011
231.852,788.611,0.011
232.037,788.676,0.011
232.223,788.741,0.011
232.409,788.806,0.011
232.595,788.871,0.011
232.781,788.936,0.011
232.967,789.001,0.011
233.153,789.066,0.011
233.339,789.131,0.011
233.525,789.195,0.011
233.712,789.26,0.011
233.898,789.325,0.011
234.084,789.39,0.011
234.272,789.455,0.011
234.457,789.52,0.011
234.643,789.585,0.011
234.829,789.65,0.011
235.016,789.715,0.011
235.202,789.78,0.011
235.388,789.845,0.011
235.574,789.909,0.011
235.76,789.974,0.011
235.947,790.039,0.011
236.133,790.104,0.011
236.319,790.169,0.011
236.506,790.234,0.011
236.692,790.298,0.011
236.88,790.364,0.011
237.065,790.428,0.011
237.251,790.493,0.011
237.437,790.558,0.011
237.623,790.623,0.011
237.808,790.688,0.011
237.994,790.753,0.011
238.179,790.818,0.011
238.365,790.882,0.011
238.551,790.947,0.011
238.736,791.012,0.011
238.922,791.077,0.011
239.109,791.141,0.011
239.297,791.206,0.011
239.483,791.271,0.011
239.669,791.336,0.011
239.855,791.401,0.011
240.04,791.466,0.011
240.226,791.53,0.011
240.412,791.595,0.011
240.597,791.659,0.011
240.785,791.724,0.011
240.972,791.789,0.011
241.158,791.854,0.011
241.344,791.919,0.011
241.53,791.983,0.011
241.717,792.048,0.011
241.903,792.113,0.011
242.091,792.178,0.011
242.277,792.243,0.011
242.462,792.307,0.011
242.651,792.372,0.011
242.837,792.437,0.011
243.023,792.502,0.011
243.208,792.566,0.011
243.393,792.631,0.011
243.581,792.696,0.011
243.767,792.76,0.011
243.952,792.825,0.011
244.138,792.889,0.011
244.325,792.954,0.011
244.515,793.019,0.011
244.7,793.084,0.011
244.886,793.148,0.011
245.073,793.213,0.011
245.259,793.278,0.011
245.445,793.342,0.011
245.63,793.407,0.011
245.816,793.472,0.011
246.001,793.536,0.012
246.187,793.6,0.011
246.378,793.666,0.011
246.563,793.73,0.011
246.75,793.795,0.011
246.936,793.86,0.011
247.121,793.924,0.011
247.306,793.989,0.011
247.492,794.053,0.011
247.68,794.118,0.011
247.865,794.183,0.011
248.05,794.247,0.011
248.237,794.312,0.011
248.424,794.376,0.011
248.61,794.441,0.011
248.796,794.506,0.011
248.982,794.57,0.011
249.167,794.635,0.011
249.353,794.699,0.011
249.539,794.764,0.011
249.724,794.829,0.011
249.909,794.893,0.011
250.095,794.958,0.011
250.28,795.026,0.011
250.466,795.094,0.011
250.651,795.162,0.011
250.836,795.229,0.011
251.022,795.297,0.011
251.209,795.365,0.011
251.395,795.433,0.011
251.58,795.501,0.011
251.766,795.569,0.011
251.952,795.636,0.011
252.137,795.704,0.011
252.322,795.772,0.011
252.507,795.84,0.011
252.693,795.908,0.011
252.878,795.975,0.011
253.064,796.043,0.011
253.25,796.111,0.011
253.435,796.179,0.011
253.621,796.247,0.011
253.806,796.315,0.011
253.992,796.382,0.011
254.179,796.45,0.011
254.366,796.517,0.011
254.554,796.585,0.011
254.744,796.653,0.011
254.929,796.721,0.011
255.117,796.788,0.011
255.305,796.857,0.011
255.49,796.924,0.011
255.675,796.992,0.011
255.86,797.06,0.011
256.046,797.128,0.011
256.232,797.195,0.011
256.418,797.263,0.011
256.604,797.331,0.011
256.789,797.398,0.011
256.974,797.466,0.011
257.159,797.534,0.011
257.344,797.602,0.011
257.529,797.669,0.011
257.715,797.737,0.011
257.9,797.805,0.011
258.086,797.872,0.011
258.27,797.94,0.011
258.456,798.008,0.011
258.64,798.075,0.011
258.825,798.143,0.011
259.01,798.211,0.011
259.195,798.278,0.011
259.38,798.346,0.011
259.565,798.414,0.011
259.75,798.481,0.011
259.935,798.549,0.011
260.12,798.617,0.011
260.305,798.684,0.011
260.492,798.752,0.011
260.677,798.819,0.011
260.863,798.887,0.011
261.05,798.955,0.011
261.235,799.022,0.011
261.422,799.09,0.011
261.607,799.157,0.011
261.796,799.225,0.011
261.981,799.293,0.011
262.167,799.36,0.011
262.353,799.428,0.011
262.537,799.495,0.011
262.724,799.563,0.011
262.909,799.63,0.011
263.095,799.698,0.011
263.28,799.765,0.011
263.466,799.833,0.011
263.651,799.901,0.011
263.835,799.968,0.011
264.021,800.036,0.011
264.206,800.103,0.011
264.391,800.171,0.011
264.576,800.238,0.011
264.761,800.306,0.011
264.947,800.373,0.011
265.132,800.441,0.011
265.317,800.508,0.011
265.502,800.576,0.011
265.687,800.643,0.011
265.871,800.711,0.011
266.056,800.778,0.011
266.241,800.846,0.011
266.426,800.913,0.012
266.611,800.979,0.011
266.803,801.048,0.011
266.989,801.116,0.011
267.174,801.183,0.011
267.359,801.251,0.011
267.544,801.318,0.011
267.729,801.385,0.011
267.914,801.453,0.011
268.099,801.52,0.011
268.284,801.588,0.011
268.47,801.655,0.011
268.657,801.722,0.011
268.845,801.79,0.011
269.03,801.857,0.011
269.218,801.925,0.011
269.404,801.992,0.011
269.589,802.06,0.011
269.774,802.127,0.011
269.96,802.194,0.011
270.146,802.262,0.011
270.332,802.329,0.011
270.519,802.396,0.011
270.703,802.464,0.011
270.889,802.53,0.011
271.077,802.599,0.011
271.262,802.666,0.011
271.446,802.733,0.011
271.63,802.8,0.011
271.816,802.868,0.011
272.001,802.935,0.011
272.185,803.003,0.011
272.37,803.07,0.011
272.554,803.137,0.011
272.74,803.205,0.011
272.925,803.272,0.011
273.111,803.339,0.011
273.296,803.407,0.011
273.48,803.474,0.011
273.665,803.541,0.011
273.849,803.608,0.011
274.035,803.676,0.011
274.22,803.743,0.011
274.404,803.81,0.011
274.588,803.877,0.011
274.774,803.944,0.011
274.96,804.012,0.011
275.145,804.079,0.011
275.33,804.146,0.011
275.515,804.214,0.011
275.699,804.281,0.011
275.883,804.348,0.011
276.068,804.415,0.011
276.253,804.482,0.011
276.441,804.55,0.011
276.627,804.617,0.011
276.811,804.684,0.011
276.996,804.751,0.011
277.184,804.819,0.011
277.369,804.886,0.011
277.553,804.953,0.011
277.737,805.02,0.011
277.922,805.087,0.011
278.106,805.155,0.011
278.29,805.222,0.011
278.475,805.289,0.011
278.661,805.356,0.011
278.846,805.423,0.011
279.03,805.49,0.011
279.218,805.558,0.011
279.403,805.625,0.011
279.587,805.692,0.011
279.773,805.759,0.011
279.957,805.826,0.011
280.141,805.893,0.011
280.325,805.961,0.011
280.51,806.028,0.011
280.695,806.095,0.011
280.88,806.162,0.011
281.065,806.229,0.011
281.25,806.296,0.011
281.434,806.363,0.011
281.621,806.43,0.011
281.809,806.497,0.011
281.995,806.564,0.011
282.179,806.632,0.011
282.363,806.699,0.011
282.547,806.766,0.011
282.731,806.833,0.011
282.916,806.9,0.011
283.1,806.967,0.011
283.284,807.034,0.011
283.471,807.101,0.011
283.656,807.168,0.011
283.843,807.235,0.011
284.029,807.302,0.011
284.213,807.369,0.011
284.399,807.436,0.011
284.583,807.503,0.011
284.768,807.57,0.011
284.953,807.637,0.011
285.137,807.704,0.011
285.324,807.771,0.011
285.508,807.838,0.011
285.693,807.905,0.011
285.878,807.972,0.011
286.062,808.039,0.011
286.248,808.106,0.011
286.432,808.173,0.011
286.618,808.24,0.011
286.802,808.307,0.011
286.986,808.374,0.011
287.171,808.441,0.011
287.355,808.508,0.011
287.539,808.575,0.011
287.723,808.642,0.011
287.909,808.709,0.011
288.094,808.776,0.011
288.278,808.843,0.011
288.461,808.91,0.011
288.646,808.976,0.011
288.831,809.043,0.011
289.018,809.11,0.011
289.203,809.177,0.011
289.387,809.244,0.011
289.572,809.31,0.01
289.762,809.378,0.011
289.945,809.445,0.011
290.13,809.512,0.011
290.315,809.579,0.011
290.499,809.646,0.011
290.682,809.713,0.011
290.866,809.779,0.011
291.05,809.846,0.011
291.234,809.912,0.011
291.422,809.98,0.011
291.606,810.046,0.011
291.793,810.113,0.011
291.98,810.18,0.011
292.165,810.247,0.011
292.349,810.314,0.011
292.533,810.381,0.011
292.718,810.448,0.011
292.902,810.515,0.011
293.087,810.581,0.011
293.271,810.648,0.011
293.455,810.714,0.011
293.644,810.781,0.011
293.831,810.849,0.011
294.015,810.916,0.011
294.199,810.982,0.011
294.383,811.049,0.011
294.568,811.116,0.011
294.753,811.183,0.011
294.938,811.249,0.011
295.121,811.316,0.011
295.307,811.383,0.011
295.493,811.449,0.011
295.678,811.517,0.011
295.862,811.583,0.011
296.046,811.65,0.011
296.229,811.717,0.011
296.413,811.784,0.011
296.597,811.85,0.011
296.78,811.917,0.011
296.965,811.984,0.011
297.149,812.05,0.011
297.332,812.117,0.011
297.516,812.184,0.011
297.7,812.251,0.011
297.884,812.317,0.011
298.068,812.384,0.011
298.251,812.451,0.011
298.435,812.517,0.011
298.62,812.584,0.011
298.803,812.65,0.011
298.991,812.717,0.011
299.174,812.784,0.011
299.359,812.851,0.011
299.542,812.917,0.011
299.727,812.984,0.011
299.911,813.05,0.011
300.095,813.117,0.011
300.283,813.184,0.011
300.467,813.251,0.011
300.651,813.317,0.011
300.835,813.384,0.011
301.018,813.45,0.011
301.205,813.517,0.011
301.389,813.584,0.011
301.572,813.65,0.011
301.756,813.717,0.011
301.939,813.784,0.011
302.123,813.85,0.011
302.308,813.916,0.011
302.494,813.983,0.011
302.678,814.05,0.011
302.861,814.117,0.011
303.044,814.183,0.011
303.228,814.25,0.011
303.412,814.316,0.011
303.595,814.383,0.011
303.779,814.449,0.011
303.962,814.515,0.011
304.149,814.582,0.011
304.337,814.649,0.011
304.521,814.714,0.011
304.711,814.781,0.01
304.901,814.849,0.011
305.084,814.915,0.011
305.267,814.982,0.011
305.451,815.048,0.011
305.635,815.115,0.011
305.818,815.181,0.011
306.001,815.248,0.011
306.184,815.314,0.011
306.369,815.381,0.011
306.553,815.447,0.011
306.736,815.514,0.011
306.92,815.58,0.011
307.104,815.647,0.011
307.288,815.713,0.011
307.471,815.78,0.011
307.654,815.846,0.011
307.837,815.912,0.011
308.021,815.979,0.011
308.205,816.045,0.011
308.389,816.112,0.011
308.572,816.178,0.011
308.756,816.245,0.011
308.94,816.311,0.011
309.124,816.378,0.011
309.307,816.444,0.011
309.49,816.51,0.011
309.676,816.577,0.011
309.859,816.643,0.011
310.042,816.71,0.011
310.226,816.776,0.011
310.409,816.843,0.011
310.592,816.909,0.011
310.776,816.975,0.011
310.959,817.042,0.011
311.143,817.108,0.011
311.327,817.175,0.011
311.51,817.241,0.011
311.693,817.306,0.011
311.881,817.373,0.011
312.065,817.44,0.011
312.25,817.506,0.011
312.433,817.572,0.011
312.621,817.639,0.011
312.806,817.705,0.011
312.989,817.772,0.011
313.173,817.838,0.011
313.356,817.904,0.011
313.544,817.97,0.01
313.733,818.037,0.011
313.917,818.103,0.011
314.103,818.169,0.01
314.292,818.236,0.011
314.475,818.302,0.011
314.658,818.368,0.011
314.844,818.435,0.011
315.028,818.501,0.011
315.212,818.568,0.011
315.395,818.633,0.011
315.58,818.7,0.011
315.764,818.766,0.011
315.946,818.833,0.011
316.129,818.899,0.011
316.313,818.965,0.011
316.496,819.031,0.011
316.679,819.098,0.011
316.862,819.163,0.011
317.049,819.23,0.011
317.232,819.296,0.012
317.415,819.361,0.01
317.605,819.429,0.011
317.788,819.495,0.011
317.971,819.561,0.011
318.156,819.627,0.011
318.339,819.694,0.011
318.524,819.759,0.011
318.71,819.826,0.011
318.893,819.892,0.011
319.076,819.958,0.01
319.263,820.025,0.011
319.446,820.09,0.011
319.632,820.157,0.011
319.815,820.223,0.011
319.999,820.289,0.011
320.187,820.355,0.011
320.372,820.422,0.011
320.555,820.488,0.011
320.739,820.554,0.011
320.922,820.62,0.011
321.105,820.687,0.011
321.288,820.753,0.011
321.471,820.819,0.011
321.653,820.884,0.012
321.84,820.949,0.01
322.033,821.017,0.011
322.217,821.083,0.011
322.4,821.15,0.011
322.583,821.216,0.011
322.765,821.282,0.011
322.949,821.347,0.011
323.134,821.414,0.011
323.318,821.48,0.011
323.5,821.546,0.011
323.683,821.612,0.011
323.866,821.678,0.011
324.05,821.744,0.011
324.233,821.811,0.011
324.416,821.877,0.011
324.599,821.943,0.011
324.781,822.009,0.011
324.964,822.075,0.011
325.147,822.14,0.011
325.331,822.207,0.011
325.514,822.273,0.011
325.696,822.339,0.011
325.879,822.405,0.011
326.062,822.471,0.011
326.245,822.537,0.011
326.43,822.603,0.011
326.614,822.669,0.011
326.798,822.735,0.011
326.981,822.801,0.011
327.164,822.867,0.011
327.347,822.932,0.011
327.533,822.999,0.011
327.717,823.065,0.011
327.9,823.131,0.011
328.084,823.197,0.011
328.268,823.263,0.011
328.451,823.329,0.011
328.635,823.395,0.011
328.818,823.461,0.011
329.001,823.527,0.011
329.184,823.593,0.011
329.367,823.658,0.011
329.552,823.725,0.011
329.735,823.791,0.011
329.917,823.856,0.01
330.106,823.923,0.011
330.289,823.988,0.01
330.477,824.055,0.011
330.66,824.121,0.011
330.843,824.186,0.011
331.026,824.252,0.011
331.209,824.318,0.011
331.392,824.384,0.011
331.574,824.45,0.011
331.757,824.516,0.011
331.941,824.582,0.011
332.124,824.648,0.011
332.307,824.714,0.011
332.489,824.78,0.011
332.672,824.845,0.011
332.856,824.911,0.011
333.04,824.977,0.011
333.223,825.043,0.011
333.406,825.109,0.011
333.588,825.174,0.011
333.774,825.241,0.011
333.957,825.306,0.011
334.14,825.372,0.011
334.322,825.438,0.011
334.504,825.504,0.011
334.689,825.57,0.011
334.872,825.636,0.011
335.054,825.702,0.011
335.236,825.767,0.011
335.42,825.833,0.011
335.603,825.899,0.011
335.786,825.965,0.011
335.969,826.031,0.011
336.151,826.096,0.011
336.334,826.162,0.011
336.519,826.228,0.011
336.702,826.294,0.011
336.884,826.359,0.011
337.067,826.425,0.011
337.252,826.491,0.011
337.434,826.557,0.011
337.618,826.623,0.011
337.8,826.688,0.011
337.982,826.754,0.011
338.164,826.82,0.011
338.348,826.885,0.011
338.533,826.951,0.011
338.715,827.017,0.011
338.898,827.083,0.011
339.08,827.148,0.011
339.263,827.214,0.011
339.446,827.28,0.011
339.631,827.346,0.011
339.813,827.411,0.011
339.997,827.477,0.011
340.179,827.543,0.011
340.362,827.609,0.011
340.544,827.674,0.011
340.727,827.74,0.011
340.909,827.805,0.011
341.093,827.871,0.011
341.276,827.937,0.011
341.458,828.003,0.011
341.64,828.068,0.011
341.822,828.134,0.011
342.004,828.2,0.011
342.187,828.265,0.011
342.37,828.331,0.011
342.552,828.396,0.011
342.736,828.462,0.011
342.918,828.528,0.011
343.103,828.594,0.011
343.285,828.659,0.011
343.468,828.725,0.011
343.65,828.791,0.011
343.832,828.856,0.011
344.014,828.922,0.011
344.196,828.987,0.011
344.378,829.052,0.01
344.566,829.119,0.011
344.748,829.184,0.011
344.93,829.25,0.011
345.113,829.315,0.011
345.296,829.381,0.011
345.479,829.447,0.011
345.661,829.512,0.011
345.843,829.577,0.011
346.027,829.643,0.011
346.209,829.709,0.011
346.39,829.774,0.011
346.573,829.84,0.011
346.755,829.905,0.011
346.938,829.971,0.011
347.12,830.036,0.011
347.303,830.102,0.011
347.488,830.168,0.011
347.67,830.233,0.011
347.852,830.299,0.011
348.034,830.364,0.011
348.216,830.43,0.011
348.398,830.495,0.011
348.58,830.561,0.011
348.763,830.626,0.011
348.948,830.692,0.011
349.13,830.757,0.011
349.314,830.823,0.011
349.496,830.888,0.011
349.678,830.954,0.011
349.86,831.019,0.011
350.043,831.084,0.011
350.228,831.15,0.011
350.41,831.215,0.011
350.594,831.28,0.011
350.781,831.346,0.011
350.966,831.412,0.011
351.148,831.477,0.011
351.331,831.543,0.011
351.512,831.608,0.011
351.695,831.674,0.011
351.877,831.739,0.011
352.061,831.805,0.011
352.243,831.87,0.011
352.426,831.936,0.011
352.608,832.001,0.011
352.79,832.066,0.011
352.972,832.132,0.011
353.154,832.197,0.011
353.336,832.263,0.011
353.517,832.328,0.011
353.699,832.393,0.011
353.882,832.459,0.011
354.064,832.524,0.011
354.246,832.59,0.011
354.428,832.655,0.011
354.611,832.72,0.011
354.794,832.785,0.011
354.979,832.851,0.011
355.162,832.916,0.011
355.346,832.982,0.011
355.529,833.047,0.011
355.711,833.113,0.011
355.893,833.178,0.011
356.077,833.243,0.011
356.259,833.309,0.011
